"OTU_Label","Class","Family","Genus","Species","mean_rel_abund","abund_weight","total_estimate","total_SE","total_lower","total_upper","extreme","any_sig","site","season","substrate","display_label"
"Pelagomonadales_clade_A3_ASV_10742","Pelagophyceae","Pelagomonadales_clade_A","Pelagomonadales_clade_A3","Pelagomonadales_clade_A3_sp.",0.000483973361207862,0.00430356546029097,-4.45259320101656,0.507501791089042,-5.44729671155108,-3.45788969048204,FALSE,TRUE,"SELVA","Fall","Glass","Pelagomonadales_clade_A3_sp."
"Phaeocystis_ASV_20921","Prymnesiophyceae","Phaeocystaceae","Phaeocystis","Phaeocystis_globosa",0.000618796322533634,0.00550243193956923,-9.22757304644048,0.562536344191555,-10.3301442810559,-8.12500181182504,FALSE,TRUE,"SELVA","Fall","Glass","Phaeocystis_globosa"
"Phaeophyceae_XX_ASV_10925","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.000592264961765106,0.00526651100472068,-9.74745076541664,47.4688830728159,-102.786461588136,83.2915600573024,FALSE,FALSE,"SELVA","Fall","Glass","Phaeophyceae_XX_ASV_10925"
"Phaeophyceae_XX_ASV_8454","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00373382110791964,0.0332017107611982,-5.0646960880658,2.2344789419148,-9.44427481421881,-0.685117361912782,FALSE,TRUE,"SELVA","Fall","Glass","Phaeophyceae_XX_ASV_8454"
"Phaeophyceae_XX_ASV_8496","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.000796259230286476,0.00708045937145494,-9.12869768051374,37.120498912506,-81.8848755490255,63.627480187998,FALSE,FALSE,"SELVA","Fall","Glass","Phaeophyceae_XX_ASV_8496"
"Phaeophyceae_XX_ASV_8499","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00184068037343454,0.0163676125867311,-2.30100313504281,11.153390320393,-24.161648163013,19.5596418929274,FALSE,FALSE,"SELVA","Fall","Glass","Phaeophyceae_XX_ASV_8499"
"Phaeophyceae_XX_ASV_8507","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.00250863460646396,0.0223071642164869,-1.876174015027,1.3780816645917,-4.57721407762674,0.824866047572744,FALSE,FALSE,"SELVA","Fall","Glass","Phaeophyceae_XX_ASV_8507"
"Phallusia_ASV_17107","Urochordata","Ascidiacea","Phallusia",NA,0.0448138041481988,0.398491229341859,1.07869115531085,0.853332186674019,-0.593839930570227,2.75122224119193,FALSE,FALSE,"SELVA","Fall","Glass","Phallusia sp. Phallusia_ASV_17107"
"Phyllopharyngea_ASV_3826","Phyllopharyngea",NA,NA,NA,0.000399068287543969,0.00354857650488345,0.5152703708851,25.493577065906,-49.4521406782907,50.4826814200609,FALSE,FALSE,"SELVA","Fall","Glass","Phyllopharyngea_ASV_3826"
"Phymatolithon_ASV_24738","Florideophyceae","Corallinales_X","Phymatolithon","Phymatolithon_calcareum",0.000878805298110609,0.00781447168462066,7.09983159351844,10.9247522260329,-14.312682769506,28.5123459565429,FALSE,FALSE,"SELVA","Fall","Glass","Phymatolithon_calcareum"
"Placidae_X_ASV_29901","Prostomatea_2","Placidae","Placidae_X","Placidae_X_sp.",0.000398285301921789,0.00354161407647394,-2.85691837296779,158.931411504487,-314.362484921763,308.648648175828,FALSE,FALSE,"SELVA","Fall","Glass","Placidae_X_sp."
"Placuna_ASV_17776","Mollusca","Pectinoida","Placuna","Placuna_placenta",0.0211661847962305,0.188212966077013,-2.82917363342456,68.3853397101113,-136.864439465243,131.206092198394,FALSE,FALSE,"SELVA","Fall","Glass","Placuna_placenta"
"Pleurosigma_ASV_10232","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",0.000754008704465177,0.00670476120668429,-5.34863918348307,35.3142534564277,-74.5645759580813,63.8672975911152,FALSE,FALSE,"SELVA","Fall","Glass","Pleurosigma_sp."
"Pleurosigma_ASV_10236","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000633541401561919,0.00563354744695381,-1.78558263903711,1.28578555670862,-4.30572233018601,0.734557052111797,FALSE,FALSE,"SELVA","Fall","Glass","Pleurosigma_intermedium"
"Polycera_ASV_19036","Mollusca","Nudibranchia","Polycera","Polycera_quadrilineata",0.00150715578892704,0.0134018607559648,-0.090335545017029,476.368381757067,-933.772363788869,933.591692698835,FALSE,FALSE,"SELVA","Fall","Glass","Polycera_quadrilineata"
"Pomatoceros_ASV_18128","Annelida","Annelida_XX","Pomatoceros","Pomatoceros_triqueter",0.000605822765037401,0.00538706907373186,-4.04469848723193,7566.09196581301,-14833.5849514807,14825.4955545063,FALSE,FALSE,"SELVA","Fall","Glass","Pomatoceros_triqueter"
"Prolecithophora_ASV_18418","Platyhelminthes","Prolecithophora",NA,NA,0.00306645042154101,0.0272673481178869,-2.90065845920977,92.0439691022304,-183.306837899581,177.505520981162,FALSE,FALSE,"SELVA","Fall","Glass","Prolecithophora_ASV_18418"
"Protaspa_ASV_15671","Filosa-Thecofilosea","Protaspa-lineage","Protaspa","Protaspa_sp.",0.000538008746201179,0.00478405640283044,-5.29434380350293,159.537649460947,-317.988136746959,307.399449139953,FALSE,FALSE,"SELVA","Fall","Glass","Protaspa_sp."
"Protolitonotus_ASV_6509","Litostomatea","Pleurostomatida","Protolitonotus","Protolitonotus_clampi",0.00039982271288003,0.00355528497084227,-5.36879323188277,982.370658552921,-1930.81528399561,1920.07769753184,FALSE,FALSE,"SELVA","Fall","Glass","Protolitonotus_clampi"
"Pseudoscourfieldiaceae_X_ASV_25684","Pseudoscourfieldiophyceae","Pseudoscourfieldiaceae","Pseudoscourfieldiaceae_X","Pseudoscourfieldiaceae_X_sp.",0.00286185807493177,0.0254480815489377,2.25354329504327,1.04971043327239,0.196110845829373,4.31097574425716,FALSE,TRUE,"SELVA","Fall","Glass","Pseudoscourfieldiaceae_X_sp."
"Pseudovorticella_ASV_29493","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.000855777084148466,0.00760970126921529,-4.92737114660231,28.6145413575846,-61.0118722074681,51.1571299142635,FALSE,FALSE,"SELVA","Fall","Glass","Pseudovorticella sp. Pseudovorticella_ASV_29493"
"Pseudovorticella_ASV_29497","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.00215489413827154,0.01916164964308,0.363840911834311,8.26551975526083,-15.8365778084769,16.5642596321455,FALSE,FALSE,"SELVA","Fall","Glass","Pseudovorticella sp. Pseudovorticella_ASV_29497"
"Pseudovorticella_ASV_29499","Oligohymenophorea","Sessilida","Pseudovorticella","Pseudovorticella_sinensis",0.00436710216526945,0.0388329431874322,-10.3724589016041,10.8855650902535,-31.7081664785009,10.9632486752928,FALSE,FALSE,"SELVA","Fall","Glass","Pseudovorticella_sinensis"
"Pterocystida_ASV_20844","Pterocystida",NA,NA,NA,0.00193737675871285,0.0172274516960163,1.07861032070456,0.81157675913781,-0.512080127205544,2.66930076861467,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystida_ASV_20844"
"Pterocystida_ASV_21630","Pterocystida",NA,NA,NA,0.000939409947975574,0.00835337753935814,6.58288754784593,8.38843330751459,-9.85844173488267,23.0242168305745,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystida_ASV_21630"
"Pterocystida_ASV_21672","Pterocystida",NA,NA,NA,0.0280856574842357,0.249741979965727,3.41786855138341,1.05340380960168,1.35319708456413,5.4825400182027,FALSE,TRUE,"SELVA","Fall","Glass","Pterocystida_ASV_21672"
"Pterocystida_ASV_21674","Pterocystida",NA,NA,NA,0.0291470755984906,0.259180272858613,1.5706087587143,0.863896511762038,-0.122628404339293,3.2638459217679,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystida_ASV_21674"
"Pterocystida_ASV_21718","Pterocystida",NA,NA,NA,0.000552490944100797,0.00491283433084357,-4.63854000503975,107.152175360633,-214.656803711881,205.379723701801,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystida_ASV_21718"
"Pterocystida_ASV_21754","Pterocystida",NA,NA,NA,0.00268370761365675,0.0238639402855329,5.27376869636185,46.6116390899139,-86.0850439198695,96.6325813125932,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystida_ASV_21754"
"Pterocystidae_ASV_21676","Pterocystida","Pterocystidae",NA,NA,0.00327480370100379,0.0291200574794033,2.53775416637735,1.13964095606896,0.30405789248219,4.77145044027252,FALSE,TRUE,"SELVA","Fall","Glass","Pterocystidae_ASV_21676"
"Pterocystidae_ASV_21684","Pterocystida","Pterocystidae",NA,NA,0.000929295349725014,0.0082634369782347,0.823218512300296,0.998876704001369,-1.13457982754239,2.78101685214298,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystidae_ASV_21684"
"Pterocystidae_ASV_21686","Pterocystida","Pterocystidae",NA,NA,0.00175312091293321,0.0155890204158836,0.537383793235295,1.00111528680506,-1.42480216890263,2.49956975537322,FALSE,FALSE,"SELVA","Fall","Glass","Pterocystidae_ASV_21686"
"Pylaiella_ASV_8146","Phaeophyceae","Phaeophyceae_XX","Pylaiella","Pylaiella_littoralis",0.00101241988155794,0.00900259308221168,-3.69790456051179,1.62111279900758,-6.87528564656666,-0.520523474456929,FALSE,TRUE,"SELVA","Fall","Glass","Pylaiella_littoralis"
"Reckertia_ASV_15655","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.00127005069176052,0.0112934858154967,-26.1567867539261,0.354466592468111,-26.8515412751636,-25.4620322326886,TRUE,TRUE,"SELVA","Fall","Glass","Reckertia_filosa"
"Reckertia_ASV_16338","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.000456554912185568,0.00405975640044394,-2.14879653217783,1.17472232324928,-4.45125228574642,0.153659221390768,FALSE,FALSE,"SELVA","Fall","Glass","Reckertia_filosa"
"Rhabdochona_ASV_27104","Nematoda","Chromadorea_X","Rhabdochona","Rhabdochona_guerreroensis",0.00196686024170149,0.0174896233550562,4.83850672973939,9.24284494561856,-13.277469363673,22.9544828231518,FALSE,FALSE,"SELVA","Fall","Glass","Rhabdochona_guerreroensis"
"Rotifera_XX_ASV_16726","Rotifera","Rotifera_XX",NA,NA,0.000460325110734824,0.00409328158500064,2.86737700805717,133.027347197825,-257.86622349968,263.600977515794,FALSE,FALSE,"SELVA","Fall","Glass","Rotifera_XX_ASV_16726"
"Saccharina_ASV_10960","Phaeophyceae","Phaeophyceae_XX","Saccharina","Saccharina_japonica",0.00450882815559207,0.0400931924607718,-0.346728630984248,0.821250302881639,-1.95637922463226,1.26292196266376,FALSE,FALSE,"SELVA","Fall","Glass","Saccharina_japonica"
"Scruparia_ASV_17844","Bryozoa","Bryozoa_XX","Scruparia","Scruparia_chelata",0.000399114186035867,0.00354898464132286,-0.85151682924303,38.1803859094432,-75.6850732117518,73.9820395532657,FALSE,FALSE,"SELVA","Fall","Glass","Scruparia_chelata"
"Scytosiphon_ASV_8447","Phaeophyceae","Phaeophyceae_XX","Scytosiphon","Scytosiphon_lomentaria",0.00354770353878193,0.0315467247510273,-4.9044251716241,262.113581468348,-518.647044849586,508.838194506338,FALSE,FALSE,"SELVA","Fall","Glass","Scytosiphon_lomentaria"
"Spirotrachelostyla_ASV_26308","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000462999614675078,0.0041170636848087,0.204235945683187,258.237402319752,-505.941072601031,506.349544492397,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrachelostyla_tani"
"Spirotrachelostyla_ASV_29955","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000349043905490666,0.00310375201652792,-1.00388478994317,9.17547739554837,-18.987820485218,16.9800509053316,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrachelostyla_tani"
"Spirotrichea_ASV_12539","Spirotrichea",NA,NA,NA,0.00145062647566651,0.0128991934202361,-6.48337976622106,40.3217036811045,-85.5139189811859,72.5471594487438,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrichea_ASV_12539"
"Spirotrichea_ASV_29934","Spirotrichea",NA,NA,NA,0.00315739724426686,0.0280760612338926,-0.303725641593266,19.1547495399091,-37.8470347398152,37.2395834566286,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrichea_ASV_29934"
"Spirotrichea_ASV_29935","Spirotrichea",NA,NA,NA,0.00156129370223282,0.0138832633960058,7.66448592032221,87.4570501651513,-163.751332403374,179.080304244019,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrichea_ASV_29935"
"Spirotrichea_ASV_33143","Spirotrichea",NA,NA,NA,0.00681861766804703,0.0606321955611392,-8.77580692014077,276.645492780238,-551.000972769407,533.449358929125,FALSE,FALSE,"SELVA","Fall","Glass","Spirotrichea_ASV_33143"
"Stypopodium_ASV_10934","Phaeophyceae","Phaeophyceae_XX","Stypopodium","Stypopodium_sp.",0.00680035423025665,0.0604697942672649,-5.43007713126186,1.66325823219917,-8.69006326637223,-2.17009099615148,FALSE,TRUE,"SELVA","Fall","Glass","Stypopodium_sp."
"Suctoria_XX_ASV_12412","Phyllopharyngea","Suctoria_X","Suctoria_XX","Suctoria_XX_sp.",0.00735987753851895,0.0654451614603183,3.58473564021226,9.99553447080913,-16.0065119225736,23.1759832029982,FALSE,FALSE,"SELVA","Fall","Glass","Suctoria_XX_sp."
"Telonema-Group-1_ASV_18184","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1","Telonema_subtile",0.0084712240926511,0.0753274257089953,2.79838084406026,0.954519377833303,0.927522863506986,4.66923882461353,FALSE,TRUE,"SELVA","Fall","Glass","Telonema_subtile"
"Tiaropsidium_ASV_16743","Cnidaria","Hydrozoa","Tiaropsidium","Tiaropsidium_kelseyi",0.0503690621976292,0.447889437137565,-0.127559583536377,0.961139035224976,-2.01139209257733,1.75627292550458,FALSE,FALSE,"SELVA","Fall","Glass","Tiaropsidium_kelseyi"
"Zoothamnium_1_ASV_32724","Oligohymenophorea","Sessilida","Zoothamnium_1","Zoothamnium_duplicatum",0.000630418225457942,0.00560577568535533,-5.25249960283187,62.8895696419598,-128.516056101073,118.011056895409,FALSE,FALSE,"SELVA","Fall","Glass","Zoothamnium_duplicatum"
"Zoothamnium_1_ASV_32734","Oligohymenophorea","Sessilida","Zoothamnium_1",NA,0.000375860239300809,0.00334220697543091,2.84246788692445,28.7037768656453,-53.4169347697404,59.1018705435892,FALSE,FALSE,"SELVA","Fall","Glass","Zoothamnium_1 sp. Zoothamnium_1_ASV_32734"
"Zoothamnium_2_ASV_2729","Oligohymenophorea","Zoothamniidae","Zoothamnium_2","Zoothamnium_alternans",0.000950773601960625,0.00845442489591246,-1.14191165871333,0.471945982001177,-2.06692578343564,-0.216897533991026,FALSE,TRUE,"SELVA","Fall","Glass","Zoothamnium_alternans"
"Adineta_ASV_17598","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00315234730104443,0.0280311563631488,-12.8332657253506,529.062676167995,-1049.79611101462,1024.12957956392,FALSE,FALSE,"SELVA","Fall","PE","Adineta_vaga"
"Adineta_ASV_17599","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00209115043706636,0.0185948308617052,-20.5853305474895,632.752607606681,-1260.78044145658,1219.60978036161,TRUE,FALSE,"SELVA","Fall","PE","Adineta_vaga"
"Amphileptus_ASV_432","Litostomatea","Pleurostomatida","Amphileptus",NA,0.000326003493377307,0.00289887313328845,-3.30856400410078,3045.47824426409,-5972.44592276171,5965.82879475351,FALSE,FALSE,"SELVA","Fall","PE","Amphileptus sp. Amphileptus_ASV_432"
"Amphora_ASV_11507","Bacillariophyceae","Catenulaceae","Amphora","Amphora_coffeaeformis",0.00106371273792365,0.00945869703897539,-0.00813741345609142,3.37289657617059,-6.61901470275046,6.60273987583827,FALSE,FALSE,"SELVA","Fall","PE","Amphora_coffeaeformis"
"Ampullofolliculina_ASV_3611","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000527810449010298,0.00469337157787454,-3.11403560420285,523.487381227414,-1029.14930280993,1022.92123160153,FALSE,FALSE,"SELVA","Fall","PE","Ampullofolliculina_lageniformis"
"Ampullofolliculina_ASV_3619","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000991488175339134,0.00881646513565817,-5.6896966435486,34.3848385874732,-73.0839802749961,61.7045869878989,FALSE,FALSE,"SELVA","Fall","PE","Ampullofolliculina_lageniformis"
"Annelida_XX_ASV_18258","Annelida","Annelida_XX",NA,NA,0.00112628840766457,0.0100151295051746,-0.952761641758939,1243.89468076361,-2438.98633593844,2437.08081265492,FALSE,FALSE,"SELVA","Fall","PE","Annelida_XX_ASV_18258"
"Aplanochytrium_ASV_9331","Sagenista","Labyrinthulaceae","Aplanochytrium","Aplanochytrium_sp.",0.00168175089794053,0.0149543872810011,2.98045940791834,2.02837264048304,-0.995150967428421,6.9560697832651,FALSE,FALSE,"SELVA","Fall","PE","Aplanochytrium_sp."
"Arcocellulus_ASV_11592","Mediophyceae","Cymatosiraceae","Arcocellulus","Arcocellulus_cornucervis",0.000604776712521607,0.00537776741410045,-0.470994675434463,3.12304214515057,-6.59215727992958,5.65016792906065,FALSE,FALSE,"SELVA","Fall","PE","Arcocellulus_cornucervis"
"Argopecten_ASV_16928","Mollusca","Pectinoida","Argopecten",NA,0.00151349161221869,0.0134581998697796,-9.1729159407568,3207.10171900186,-6295.0922851844,6276.74645330289,FALSE,FALSE,"SELVA","Fall","PE","Argopecten sp. Argopecten_ASV_16928"
"Arthropoda_ASV_17239","Arthropoda",NA,NA,NA,0.000835291476118101,0.00742754009626867,2.70374115804648,2.46675217016246,-2.13109309547194,7.5385754115649,FALSE,FALSE,"SELVA","Fall","PE","Arthropoda_ASV_17239"
"Ascidiella_ASV_17116","Urochordata","Ascidiacea","Ascidiella","Ascidiella_sp.",0.000956014564024995,0.00850102833553695,2.48661967816585,17.5784497049274,-31.9671417434918,36.9403810998235,FALSE,FALSE,"SELVA","Fall","PE","Ascidiella_sp."
"Bacillariaceae_ASV_10164","Bacillariophyceae","Bacillariaceae",NA,NA,0.000737566940423028,0.00655855851556622,-1.47857834487281,19.1785941905156,-39.0686229582835,36.1114662685379,FALSE,FALSE,"SELVA","Fall","PE","Bacillariaceae_ASV_10164"
"Bacillariaceae_ASV_10168","Bacillariophyceae","Bacillariaceae",NA,NA,0.00270556090161491,0.0240582630784565,-0.962568729820471,10.0486302313907,-20.6578839833462,18.7327465237053,FALSE,FALSE,"SELVA","Fall","PE","Bacillariaceae_ASV_10168"
"Bacillariaceae_ASV_10197","Bacillariophyceae","Bacillariaceae",NA,NA,0.000527589554949109,0.0046914073539558,-0.768957805466585,38.0520012372644,-75.3508802305048,73.8129646195716,FALSE,FALSE,"SELVA","Fall","PE","Bacillariaceae_ASV_10197"
"Bacillariophyceae_ASV_10048","Bacillariophyceae",NA,NA,NA,0.000419335739849952,0.00372879780362279,-1.47915690953292,1.18085801534013,-3.79363861959958,0.835324800533732,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_10048"
"Bacillariophyceae_ASV_10151","Bacillariophyceae",NA,NA,NA,0.000487278782444125,0.00433295777359638,-2.34973209692152,75.4152038029499,-150.163531550703,145.46406735686,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_10151"
"Bacillariophyceae_ASV_10160","Bacillariophyceae",NA,NA,NA,0.000795888416121179,0.00707716203494456,-7.36582967367504,1706.9704589962,-3353.02792930623,3338.29626995888,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_10160"
"Bacillariophyceae_ASV_10175","Bacillariophyceae",NA,NA,NA,0.0127478678926634,0.113355999219255,-1.03745768044055,7.18359450408825,-15.1173029084535,13.0423875475724,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_10175"
"Bacillariophyceae_ASV_10229","Bacillariophyceae",NA,NA,NA,0.000682189714976761,0.00606613572162871,-8.13700578132632,44.8790871984984,-96.1000166903833,79.8260051277306,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_10229"
"Bacillariophyceae_ASV_11568","Bacillariophyceae",NA,NA,NA,0.000585157583611263,0.00520331110656974,-3.01426267084736,131.900522434302,-261.53928664208,255.510761300385,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_11568"
"Bacillariophyceae_ASV_32933","Bacillariophyceae",NA,NA,NA,0.000592568352813935,0.00526920880452405,0.0662495684624984,12.2522560008471,-23.9481721931978,24.0806713301228,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_32933"
"Bacillariophyceae_ASV_6651","Bacillariophyceae",NA,NA,NA,0.00501514365404532,0.0445954276369297,-9.10859979464669,96.4066805557514,-198.065693683919,179.848494094626,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_6651"
"Bacillariophyceae_ASV_8723","Bacillariophyceae",NA,NA,NA,0.000692214989893166,0.00615528200594587,-3.46178029688792,12.7496054232963,-28.4510069265487,21.5274463327728,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_8723"
"Bacillariophyceae_ASV_9683","Bacillariophyceae",NA,NA,NA,0.000578831031511105,0.00514705443361357,-8.00367159096655,22.3326127195151,-51.7755925212161,35.768249339283,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9683"
"Bacillariophyceae_ASV_9843","Bacillariophyceae",NA,NA,NA,0.000432745036929727,0.00384803533276133,6.4361547865263,5.52398712786806,-4.3908599840951,17.2631695571477,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9843"
"Bacillariophyceae_ASV_9867","Bacillariophyceae",NA,NA,NA,0.00334743770392897,0.0297659301891148,-1.89081719661918,9.90821910674141,-21.3109266458323,17.529292252594,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9867"
"Bacillariophyceae_ASV_9918","Bacillariophyceae",NA,NA,NA,0.000670184356359988,0.00595938222893109,3.01259954238601,3.90390666385567,-4.63905751877111,10.6642566035431,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9918"
"Bacillariophyceae_ASV_9972","Bacillariophyceae",NA,NA,NA,0.000665932661630284,0.00592157550638588,-2.39967332480705,38.1547419446426,-77.1829675363066,72.3836208866925,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9972"
"Bacillariophyceae_ASV_9977","Bacillariophyceae",NA,NA,NA,0.000598212842530129,0.00531940047400552,-9.64532680115391,119.486133575962,-243.838148610039,224.547495007731,FALSE,FALSE,"SELVA","Fall","PE","Bacillariophyceae_ASV_9977"
"Bougainvillia_ASV_16800","Cnidaria","Hydrozoa","Bougainvillia","Bougainvillia_sp.",0.00107305711006557,0.00954178863124338,-7.92281903001233,1445.05200351472,-2840.22474591887,2824.37910785884,FALSE,FALSE,"SELVA","Fall","PE","Bougainvillia_sp."
"Bryocamptus_ASV_13856","Arthropoda","Maxillopoda","Bryocamptus","Bryocamptus_stillae",0.00130929922513387,0.0116424898023506,-6.3419030556096,2651.12521306429,-5202.54732066163,5189.86351455041,FALSE,FALSE,"SELVA","Fall","PE","Bryocamptus_stillae"
"Bryozoa_XX_ASV_17870","Bryozoa","Bryozoa_XX",NA,NA,0.00101335188469078,0.00901088059721326,0.50020626686194,264.082927407582,-517.102331451998,518.102743985722,FALSE,FALSE,"SELVA","Fall","PE","Bryozoa_XX_ASV_17870"
"CCW10-lineage_X_ASV_13473","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.000683393682716995,0.0060768415876897,-1.65551716043146,10.1585926723309,-21.5663587982001,18.2553244773372,FALSE,FALSE,"SELVA","Fall","PE","CCW10-lineage_X_sp."
"CCW10-lineage_X_ASV_13478","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.00150818599501783,0.0134110215067512,1.39265874787707,1.66638835626384,-1.87346243040007,4.6587799261542,FALSE,FALSE,"SELVA","Fall","PE","CCW10-lineage_X_sp."
"CCW10-lineage_X_ASV_13480","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.00186313323473397,0.0165672668778924,3.18068716659539,16.9298467535467,-30.0018124703561,36.3631868035468,FALSE,FALSE,"SELVA","Fall","PE","CCW10-lineage_X_sp."
"Caenogastropoda_ASV_13678","Mollusca","Caenogastropoda",NA,NA,0.00766976346525699,0.0682007147155878,-1.90896017136833,829.164096983414,-1627.07059025886,1623.25266991612,FALSE,FALSE,"SELVA","Fall","PE","Caenogastropoda_ASV_13678"
"Carradoriella_ASV_24925","Florideophyceae","Rhodomelaceae","Carradoriella","Carradoriella_elongata",0.000413022454846789,0.00367265910373075,-7.31526588312112,101.685097331882,-206.618056653609,191.987524887367,FALSE,FALSE,"SELVA","Fall","PE","Carradoriella_elongata"
"Cephaloidophora_ASV_1583","Gregarinomorphea","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000341729112939679,0.00303870775770124,5.24320597096602,29.9608108944809,-53.4799833822166,63.9663953241486,FALSE,FALSE,"SELVA","Fall","PE","Cephaloidophora_communis"
"Cephaloidophora_ASV_1589","Gregarinomorphea","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000631235019859831,0.00561303874662662,5.61005867015408,177.639157836892,-342.562690690155,353.782808030463,FALSE,FALSE,"SELVA","Fall","PE","Cephaloidophora_communis"
"Ceramium_ASV_24711","Florideophyceae","Ceramiaceae","Ceramium","Ceramium_virgatum",0.000409613317312189,0.00364234452917097,-10.85445216908,1245.37208757323,-2451.78374381261,2430.07483947445,FALSE,FALSE,"SELVA","Fall","PE","Ceramium_virgatum"
"Chaetoceros_ASV_11054","Mediophyceae","Chaetocerotaceae","Chaetoceros","Chaetoceros_socialis",0.000461449025151303,0.00410327560461157,-0.798158330018948,9.38915833333705,-19.2009086633596,17.6045920033217,FALSE,FALSE,"SELVA","Fall","PE","Chaetoceros_socialis"
"Chlamydaster_ASV_21669","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster_sterni",0.00115795167744144,0.0102966841631241,7.92754366402579,132.077616869722,-250.944585400629,266.799672728681,FALSE,FALSE,"SELVA","Fall","PE","Chlamydaster_sterni"
"Chromadorea_X_ASV_27082","Nematoda","Chromadorea_X",NA,NA,0.00105699342807416,0.00939894790378929,1.8611142393917,49.2458681087037,-94.6607872536676,98.3830157324509,FALSE,FALSE,"SELVA","Fall","PE","Chromadorea_X_ASV_27082"
"Chromadorina_ASV_18461","Nematoda","Chromadorea_X","Chromadorina","Chromadorina_sp.",0.000967020925192471,0.00859889858948156,-13.7489342864506,397.024065690832,-791.916103040481,764.41823446758,FALSE,FALSE,"SELVA","Fall","PE","Chromadorina_sp."
"Chrysolepidomonas_ASV_8860","Chrysophyceae","Ochromonadaceae","Chrysolepidomonas","Chrysolepidomonas_dendrolepidota",0.000601896258299576,0.00535215397275536,-0.910369544251393,1.89274760444953,-4.62015484897247,2.79941576046968,FALSE,FALSE,"SELVA","Fall","PE","Chrysolepidomonas_dendrolepidota"
"Costaria_ASV_10957","Phaeophyceae","Phaeophyceae_XX","Costaria","Costaria_costata",0.0565788664698335,0.503107970476527,4.14251525440735,7.5247644421516,-10.6060230522098,18.8910535610245,FALSE,FALSE,"SELVA","Fall","PE","Costaria_costata"
"Craticula_ASV_10145","Bacillariophyceae","Stauroneidaceae","Craticula","Craticula_importuna",0.00111236017149714,0.00989127748996579,-0.281834553493469,17.4815691461762,-34.5457100799988,33.9820409730118,FALSE,FALSE,"SELVA","Fall","PE","Craticula_importuna"
