"OTU_Label","Term","Estimate","SE","z","p_raw","is_degenerate_SE","is_extreme_coef","is_separation","lower","upper","site","term_season","term_substrate","is_substrate_contrast","p_BH","sig_BH","reliable","Domain","Supergroup","Division","Subdivision","Class","Order","Family","Genus","Species","mean_rel_abund","abund_weight","display_label"
"Disporella_ASV_17010","seasonWinter2:substrateWeathered_PE",-0.281596537565073,5995.1893975297,-4.69704155937265e-05,0.999962523030597,FALSE,FALSE,FALSE,-11750.8528156958,11750.2896226206,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Bryozoa","Bryozoa_X","Bryozoa_XX","Disporella",NA,0.000713550956362178,0.00634500469673366,"Disporella sp. Disporella_ASV_17010"
"Pterocystidae_ASV_21684","seasonWinter2:substrateWeathered_PE",-1.58224389501487,54465.2510514418,-2.90505205515432e-05,0.999976821038172,FALSE,FALSE,FALSE,-106753.474304721,106750.309816931,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Pterista","Pterocystidae",NA,NA,0.000929295349725014,0.0082634369782347,"Pterocystidae_ASV_21684"
"Polycera_ASV_19036","seasonWinter2:substrateWeathered_PE",-0.236897418729378,1287.29599942126,-0.000184027153689502,0.999853167576131,FALSE,FALSE,FALSE,-2523.33705628441,2522.86326144695,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Mollusca","Gastropoda","Nudibranchia","Polycera","Polycera_quadrilineata",0.00150715578892704,0.0134018607559648,"Polycera_quadrilineata"
"OTU_ASV_13187","seasonWinter2:substrateWeathered_PE",-0.261707781664561,6546.90907279841,-3.99742502537455e-05,0.999968105162901,FALSE,FALSE,FALSE,-12832.2034904666,12831.6800749032,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,0.00146979772392601,0.0130696671042305,"OTU_ASV_13187"
"Licmophora_ASV_9996","seasonWinter2:substrateWeathered_PE",-1.41281215092521,7258.95172166867,-0.000194630327504153,0.999844707467601,FALSE,FALSE,FALSE,-14228.9581866215,14226.1325623197,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Licmophorales","Licmophoraceae","Licmophora",NA,0.00102531068529399,0.00911722008890352,"Licmophora sp. Licmophora_ASV_9996"
"Bryozoa_XX_ASV_17870","seasonWinter2:substrateWeathered_PE",-0.775890584676234,10665.0343629402,-7.27508752688474e-05,0.999941953199889,FALSE,FALSE,FALSE,-20904.2432419475,20902.6914607781,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Bryozoa","Bryozoa_X","Bryozoa_XX",NA,NA,0.00101335188469078,0.00901088059721326,"Bryozoa_XX_ASV_17870"
"Amphora_ASV_11507","seasonWinter2:substrateWeathered_PE",-3.96110840026446,759793.756202443,-5.21339951523508e-06,0.999995840309018,FALSE,FALSE,FALSE,-1489199.72326519,1489191.80104839,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","Amphora_coffeaeformis",0.00106371273792365,0.00945869703897539,"Amphora_coffeaeformis"
"Licmophora_ASV_9913","seasonWinter2:substrateWeathered_PE",-2.54633064570073,2713.43610052308,-0.000938415555542236,0.99925125282651,FALSE,FALSE,FALSE,-5320.88108767094,5315.78842637954,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Licmophorales","Licmophoraceae","Licmophora","Licmophora_gracilis",0.000829480456959373,0.00737586762140729,"Licmophora_gracilis"
"Chlamydaster_ASV_21669","seasonWinter2:substrateWeathered_PE",-0.496381863041173,17496.9769790834,-2.83695785640325e-05,0.99997736435127,FALSE,FALSE,FALSE,-34294.5712608665,34293.5784971404,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Pterista","Pterocystidae","Chlamydaster","Chlamydaster_sterni",0.00115795167744144,0.0102966841631241,"Chlamydaster_sterni"
"Embryophyceae_XX_ASV_21512","seasonWinter2:substrateWeathered_PE",-2.07466189182809,24669.1190360252,-8.40995533240722e-05,0.999932898264911,FALSE,FALSE,FALSE,-48353.5479725012,48349.3986487175,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA,0.00272893361534111,0.0242660968386749,"Embryophyceae_XX_ASV_21512"
"OTU_ASV_16598","seasonWinter2:substrateWeathered_PE",-0.246424076130705,1.1258516515411e-06,-218877.927472409,0,TRUE,FALSE,TRUE,-0.246426282799942,-0.246421869461468,"SELVA","Winter2","Weathered_PE",TRUE,NA,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,0.000495221611222941,0.00440358662701965,"OTU_ASV_16598"
"OTU_ASV_13628","seasonWinter2:substrateWeathered_PE",0.879460688399427,1.70708749385392,0.51518196434909,0.606425870947947,FALSE,FALSE,FALSE,-2.46643079955425,4.22535217635311,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,0.00118168072320769,0.010507686482571,"OTU_ASV_13628"
"Chromadorea_X_ASV_27082","seasonWinter2:substrateWeathered_PE",-0.208034215982517,379.856596642401,-0.000547665139479889,0.999563026462563,FALSE,FALSE,FALSE,-744.726963635089,744.310895203124,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA,0.00105699342807416,0.00939894790378929,"Chromadorea_X_ASV_27082"
"Chromadorina_ASV_18461","seasonWinter2:substrateWeathered_PE",-0.669809658155804,14940.3469832582,-4.4832269217467e-05,0.999964229024578,FALSE,FALSE,FALSE,-29283.7498968443,29282.410277528,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorina","Chromadorina_sp.",0.000967020925192471,0.00859889858948156,"Chromadorina_sp."
"Tisbe_ASV_13853","seasonWinter2:substrateWeathered_PE",-0.151842257842871,3346299.54092045,-4.53761702997767e-08,0.999999963795054,FALSE,FALSE,FALSE,-6558747.25204633,6558746.94836182,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Tisbe","Tisbe_sp.",0.00106871798795007,0.00950320449095588,"Tisbe_sp."
"Ampullofolliculina_ASV_3611","seasonWinter2:substrateWeathered_PE",-0.480569294477702,1808.84544047695,-0.000265677367299545,0.999788020132971,FALSE,FALSE,FALSE,-3545.81763262931,3544.85649404035,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000527810449010298,0.00469337157787454,"Ampullofolliculina_lageniformis"
"Cymbella_ASV_11535","seasonWinter2:substrateWeathered_PE",-4.48176194744027,31426.1339466046,-0.00014261257700534,0.999886211627017,FALSE,FALSE,FALSE,-61599.7042972924,61590.7407733975,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella_acuta",0.000903644603108959,0.00803534659968157,"Cymbella_acuta"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","seasonWinter2:substrateWeathered_PE",4.482990579538,69.6771364000765,0.0643394779285602,0.948699919715308,FALSE,FALSE,FALSE,-132.084196764612,141.050177923688,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",0.00124367909820695,0.0110589855552618,"Dino-Group-II-Clade-10-and-11_X_sp."
"Maxillopoda_ASV_13778","seasonWinter2:substrateWeathered_PE",-0.135498272231654,7137.96585461941,-1.89827571315664e-05,0.999984853951164,FALSE,FALSE,FALSE,-13990.5485733263,13990.2775767818,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA,0.00153904490264673,0.0136854236529408,"Maxillopoda_ASV_13778"
"CCW10-lineage_X_ASV_13478","seasonWinter2:substrateWeathered_PE",-6.70059589627353,2906.83695747295,-0.00230511583356869,0.998160785294329,FALSE,FALSE,FALSE,-5704.10103254326,5690.69984075071,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.00150818599501783,0.0134110215067512,"CCW10-lineage_X_sp."
"Gastrotricha_XX_ASV_16593","seasonWinter2:substrateWeathered_PE",-1.78307683439721,755.854412633015,-0.00235902153191891,0.998117774886839,FALSE,FALSE,FALSE,-1483.25772559511,1479.69157192631,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA,0.00133278356538997,0.0118513161628172,"Gastrotricha_XX_ASV_16593"
"Phaeophyceae_XX_ASV_8496","seasonWinter2:substrateWeathered_PE",-0.348523006639545,1.4082289420926,-0.247490302337948,0.804528795725836,FALSE,FALSE,FALSE,-3.10865173314103,2.41160571986194,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX",NA,NA,0.000796259230286476,0.00708045937145494,"Phaeophyceae_XX_ASV_8496"
"Bacillariaceae_ASV_10164","seasonWinter2:substrateWeathered_PE",-0.0835475778478779,1.55459152213208,-0.0537424633149257,0.957140350834406,FALSE,FALSE,FALSE,-3.13054696122676,2.963451805531,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,0.000737566940423028,0.00655855851556622,"Bacillariaceae_ASV_10164"
"Ephelota_ASV_1020","seasonWinter2:substrateWeathered_PE",-1.19117562247756,1635.02975526838,-0.00072853452277511,0.999418713603687,FALSE,FALSE,FALSE,-3205.84949594851,3203.46714470355,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Ephelotidae","Ephelota","Ephelota_sp.",0.00084556894185119,0.00751892890006123,"Ephelota_sp."
"Dino-Group-I-Clade-1_X_ASV_21077","seasonWinter2:substrateWeathered_PE",0.56324394115297,2.16721269785194,0.259893245232107,0.794946121816272,FALSE,FALSE,FALSE,-3.68449294663683,4.81098082894278,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.00120895851696772,0.010750244814223,"Dino-Group-I-Clade-1_X_sp."
"Ephelota_ASV_661","seasonWinter2:substrateWeathered_PE",-0.137663287014712,947541.666581745,-1.45284679154356e-07,0.999999884079598,FALSE,FALSE,FALSE,-1857181.80416351,1857181.52883693,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Ephelotidae","Ephelota",NA,0.00104156141663525,0.00926172408790495,"Ephelota sp. Ephelota_ASV_661"
"Halomonhystera_ASV_27080","seasonWinter2:substrateWeathered_PE",6.07618272466397,446.733447384578,0.0136013606329172,0.989148018943458,FALSE,FALSE,FALSE,-869.521374149108,881.673739598436,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Halomonhystera","Halomonhystera_disjuncta",0.00119579484117117,0.0106331913872593,"Halomonhystera_disjuncta"
"Metromonas_ASV_18427","seasonWinter2:substrateWeathered_PE",-0.449038716541768,1.40014652637425,-0.320708374504614,0.748431400333801,FALSE,FALSE,FALSE,-3.1933259082353,2.29524847515177,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Metromonadea","Metromonadida","Metromonadidae","Metromonas","Metromonas_simplex",0.00114069117721399,0.0101432011440985,"Metromonas_simplex"
"Loxophyllum_ASV_6533","seasonWinter2:substrateWeathered_PE",-1.91981739990952,522564.300672179,-3.67383955895962e-06,0.999997068700137,FALSE,FALSE,FALSE,-1024227.94913487,1024224.10950007,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Loxophyllum","Loxophyllum_rostratum",0.000859891646669043,0.00764628859109509,"Loxophyllum_rostratum"
"MAST-3I_ASV_9358","seasonWinter2:substrateWeathered_PE",-0.929022626403904,146147.777916372,-6.35673453027461e-06,0.999994928059661,FALSE,FALSE,FALSE,-286450.573738715,286448.715693462,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",0.000846933561403804,0.00753106330671206,"MAST-3I_sp."
"Bacillariophyceae_ASV_10160","seasonWinter2:substrateWeathered_PE",1.65606373378308,1.70662489067349,0.970373596935848,0.331860304495014,FALSE,FALSE,FALSE,-1.68892105193696,5.00104851950312,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae",NA,NA,NA,NA,0.000795888416121179,0.00707716203494456,"Bacillariophyceae_ASV_10160"
"Dino-Group-I-Clade-4_X_ASV_21578","seasonWinter2:substrateWeathered_PE",5.36337801420648,258.836684811068,0.0207210891227469,0.98346814594362,FALSE,FALSE,FALSE,-501.956524215486,512.683280243899,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",0.000895167484836144,0.00795996676201729,"Dino-Group-I-Clade-4_X_sp."
"Spirotrachelostyla_ASV_26308","seasonWinter2:substrateWeathered_PE",-0.318891555492144,280266.697289121,-1.13781465502902e-06,0.999999092155254,FALSE,FALSE,FALSE,-549323.045578233,549322.407795122,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000462999614675078,0.0041170636848087,"Spirotrachelostyla_tani"
"Grammatophora_ASV_10004","seasonWinter2:substrateWeathered_PE",0.618942156524428,1.30657545062187,0.473713290900911,0.635704374245791,FALSE,FALSE,FALSE,-1.94194572669444,3.1798300397433,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Rhabdonematales","Grammatophoraceae","Grammatophora","Grammatophora_marina",0.000813017611067866,0.00722947746724682,"Grammatophora_marina"
"Cephaloidophora_ASV_1589","seasonWinter2:substrateWeathered_PE",-0.581267003434214,10822.1913457585,-5.37106566372096e-05,0.999957145096339,FALSE,FALSE,FALSE,-21212.07630469,21210.9137706832,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000631235019859831,0.00561303874662662,"Cephaloidophora_communis"
"Fragilariaceae_ASV_10037","seasonWinter2:substrateWeathered_PE",-3.41875894387777,2819.39555251418,-0.00121258577599341,0.999032496767783,FALSE,FALSE,FALSE,-5529.43404187166,5522.59652398391,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Fragilariaceae",NA,NA,0.00057439275486752,0.00510758859603341,"Fragilariaceae_ASV_10037"
"Membranipora_ASV_17859","seasonWinter2:substrateWeathered_PE",5.81316759640508,229.230392662975,0.0253594976166702,0.97976821692902,FALSE,FALSE,FALSE,-443.478402023025,455.104737215835,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Bryozoa","Bryozoa_X","Bryozoa_XX","Membranipora","Membranipora_membranacea",0.000681860289679878,0.00606320642129311,"Membranipora_membranacea"
"Hemiophrys_ASV_410","seasonWinter2:substrateWeathered_PE",-0.209413084821571,299.252350755466,-0.000699787601644247,0.999441650322378,FALSE,FALSE,FALSE,-586.744020565535,586.325194395892,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Hemiophrys",NA,0.000470018323716479,0.00417947512359331,"Hemiophrys sp. Hemiophrys_ASV_410"
"Pleurosigma_ASV_10232","seasonWinter2:substrateWeathered_PE",-8.36120849283278,784.87224869401,-0.0106529546773318,0.99150033270108,FALSE,FALSE,FALSE,-1546.71081593309,1529.98839894743,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",0.000754008704465177,0.00670476120668429,"Pleurosigma_sp."
"Pseudovorticella_ASV_29493","seasonWinter2:substrateWeathered_PE",-0.746442364784223,169105.809013265,-4.4140551358923e-06,0.999996478093557,FALSE,FALSE,FALSE,-331448.132108363,331446.639223634,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Pseudovorticella",NA,0.000855777084148466,0.00760970126921529,"Pseudovorticella sp. Pseudovorticella_ASV_29493"
"Ephelota_ASV_4846","seasonWinter2:substrateWeathered_PE",-0.197876207476562,312589976.322819,-6.33021601665853e-10,0.999999999494922,FALSE,FALSE,FALSE,-612676353.790601,612676353.394849,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Ephelotidae","Ephelota","Ephelota_sp.",0.000901725747029427,0.00801828383670939,"Ephelota_sp."
"Bacillariophyceae_ASV_9918","seasonWinter2:substrateWeathered_PE",-3.40992022105469,21806.7699897558,-0.000156369798124921,0.999875234952809,FALSE,FALSE,FALSE,-42744.6791001424,42737.8592597002,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae",NA,NA,NA,NA,0.000670184356359988,0.00595938222893109,"Bacillariophyceae_ASV_9918"
"Phymatolithon_ASV_24738","seasonWinter2:substrateWeathered_PE",-1.74769974272287,14425.383709776,-0.000121154471720462,0.999903332717779,FALSE,FALSE,FALSE,-28275.4997709036,28272.0043714182,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Archaeplastida","Rhodophyta","Eurhodophytina","Florideophyceae","Corallinales","Corallinales_X","Phymatolithon","Phymatolithon_calcareum",0.000878805298110609,0.00781447168462066,"Phymatolithon_calcareum"
"Bacillariophyceae_ASV_32933","seasonWinter2:substrateWeathered_PE",-0.692868794348037,1.66878156712016,-0.41519441968893,0.67799958356154,FALSE,FALSE,FALSE,-3.96368066590355,2.57794307720747,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA,0.000592568352813935,0.00526920880452405,"Bacillariophyceae_ASV_32933"
"Bacillariophyceae_ASV_8723","seasonWinter2:substrateWeathered_PE",0.795777891488686,1.53273472273387,0.5191882715812,0.603629457005116,FALSE,FALSE,FALSE,-2.20838216506969,3.79993794804706,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae",NA,NA,NA,NA,0.000692214989893166,0.00615528200594587,"Bacillariophyceae_ASV_8723"
"Arcocellulus_ASV_11592","seasonWinter2:substrateWeathered_PE",-2.23222222837341,6900289.49808166,-3.23496895165629e-07,0.999999741886822,FALSE,FALSE,FALSE,-13524569.6484623,13524565.1840178,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Cymatosirales","Cymatosiraceae","Arcocellulus","Arcocellulus_cornucervis",0.000604776712521607,0.00537776741410045,"Arcocellulus_cornucervis"
"Adineta_ASV_17599","seasonWinter2:substrateWeathered_PE",-0.707808327818666,34844.1855913849,-2.03135276605136e-05,0.999983792149905,FALSE,FALSE,FALSE,-68295.3115674423,68293.8959507867,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Adineta","Adineta_vaga",0.00209115043706636,0.0185948308617052,"Adineta_vaga"
"OTU_ASV_15511","seasonWinter2:substrateWeathered_PE",0.18887863731229,1.39399007127579,0.135494966000315,0.892220544105562,FALSE,FALSE,FALSE,-2.54334190238826,2.92109917701284,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,0.000999028226002195,0.00888351242421432,"OTU_ASV_15511"
"Bacillariophyceae_ASV_9972","seasonWinter2:substrateWeathered_PE",-7.8746537466528,344.013685519949,-0.0228905246451195,0.981737598654603,FALSE,FALSE,FALSE,-682.141477365753,666.392169872448,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae",NA,NA,NA,NA,0.000665932661630284,0.00592157550638588,"Bacillariophyceae_ASV_9972"
"Pterocystida_ASV_21630","seasonWinter2:substrateWeathered_PE",-0.827816335096557,4966884.25547494,-1.6666712822713e-07,0.999999867018872,FALSE,FALSE,FALSE,-9735093.96854721,9735092.31291454,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida",NA,NA,NA,NA,0.000939409947975574,0.00835337753935814,"Pterocystida_ASV_21630"
"Pleurosigma_ASV_10236","seasonWinter2:substrateWeathered_PE",-0.540568983001883,1.35161756217123,-0.39994226039318,0.689199044816646,FALSE,FALSE,FALSE,-3.1897394048575,2.10860143885374,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000633541401561919,0.00563354744695381,"Pleurosigma_intermedium"
"Arthropoda_ASV_17239","seasonWinter2:substrateWeathered_PE",-2.50249373582828,11619.8051590138,-0.0002153645178712,0.999828163977574,FALSE,FALSE,FALSE,-22777.3206054028,22772.3156179311,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA,0.000835291476118101,0.00742754009626867,"Arthropoda_ASV_17239"
"Cryothecomonas_ASV_15153","seasonWinter2:substrateWeathered_PE",-1.54560804617834,2614.8637932626,-0.000591085489867854,0.999528382040982,FALSE,FALSE,FALSE,-5126.67864284087,5123.58742674852,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis",0.000485859015169392,0.00432033298493045,"Cryothecomonas_aestivalis"
"OTU_ASV_33058","seasonWinter2:substrateWeathered_PE",-0.234456522632341,503353.28982652,-4.65789192940701e-07,0.999999628353994,FALSE,FALSE,FALSE,-986572.682516501,986572.213603456,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,0.000358293150755474,0.00318599772599433,"OTU_ASV_33058"
"Ectocarpus_ASV_8444","seasonWinter2:substrateWeathered_PE",-0.789313541099136,2.50450437920766,-0.315157580738129,0.752642011228136,FALSE,FALSE,FALSE,-5.69814212434614,4.11951504214787,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Stramenopiles","Gyrista","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Ectocarpus",NA,0.000611620689744713,0.0054386251107201,"Ectocarpus sp. Ectocarpus_ASV_8444"
"Protolitonotus_ASV_6509","seasonWinter2:substrateWeathered_PE",8.43492231378096,418.577864649707,0.0201513816810161,0.983922611798002,FALSE,FALSE,FALSE,-811.977692399645,828.847537027207,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Protolitonotus","Protolitonotus_clampi",0.00039982271288003,0.00355528497084227,"Protolitonotus_clampi"
"OTU_ASV_21964","seasonWinter2:substrateWeathered_PE",-0.235472257238736,66546.3845890527,-3.53846807295182e-06,0.999997176710956,FALSE,FALSE,FALSE,-130431.1492668,130430.678322286,"SELVA","Winter2","Weathered_PE",TRUE,0.999999999999946,FALSE,FALSE,"Eukaryota","TSAR","Rhizaria",NA,NA,NA,NA,NA,NA,0.000674124720432434,0.00599442055145535,"OTU_ASV_21964"
