"OTU_j","OTU_k","res_cor","env_cor","surprise","quadrant","same_class","Class_j","Class_k","association","abs_r","Class_from","Class_to","synd_otu","diatom_otu","diatom_class","pollock_signal"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9918",0.530544416228687,0.017587002200716,0.512957414027971,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.530544416228687,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9918",0.657151170473641,0.347405104143639,0.309746066330003,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.657151170473641,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9918",0.619794283358808,0.244473156511462,0.375321126847347,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.619794283358808,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9918",0.570744127658184,-0.0336745148394854,0.537069612818698,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.570744127658184,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_32933",0.6306739063918,-0.257322181111985,0.373351725279816,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.6306739063918,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25263","Bacillariophyceae_ASV_32933",0.53644745105746,-0.197796392177786,0.338651058879674,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.53644745105746,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25263","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_32933",0.658897218503305,0.188599916025656,0.470297302477648,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.658897218503305,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_32933",0.615986297960109,-0.0276600871800365,0.588326210780072,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.615986297960109,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_32933",0.556989193181309,-0.0285765835899313,0.528412609591378,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.556989193181309,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_8723",0.601492760071306,0.255833463655632,0.345659296415674,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.601492760071306,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_8723","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_8723",0.572222620302511,0.0766043865541765,0.495618233748335,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.572222620302511,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_8723","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_8723",0.536186008690211,0.371372366130532,0.164813642559679,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.536186008690211,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_8723","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Arcocellulus_ASV_11592",0.538788930761501,-0.154536831313257,0.384252099448244,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.538788930761501,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Arcocellulus_ASV_11592","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Arcocellulus_ASV_11592",0.695013172344848,0.23071767938422,0.464295492960628,"Q1",FALSE,"Syndiniales","Mediophyceae","positive",0.695013172344848,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Arcocellulus_ASV_11592","Mediophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Arcocellulus_ASV_11592",0.656737414370392,-0.147278364048091,0.509459050322301,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.656737414370392,"Syndiniales","Mediophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Arcocellulus_ASV_11592","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Arcocellulus_ASV_11592",0.607080997203532,-0.358474438996996,0.248606558206536,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.607080997203532,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Arcocellulus_ASV_11592","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9972",0.661454531330798,-0.329769196273424,0.331685335057374,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.661454531330798,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25263","Bacillariophyceae_ASV_9972",0.56048998400357,-0.0834354464230784,0.477054537580492,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.56048998400357,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25263","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9972",0.731751272426017,0.342115372461062,0.389635899964955,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.731751272426017,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9972",0.686248046045307,0.0137694132895751,0.672478632755732,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.686248046045307,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9972",0.624601084849618,0.319740307937459,0.30486077691216,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.624601084849618,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Pleurosigma_ASV_10236",0.553129336193528,-0.355113176772797,0.198016159420731,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.553129336193528,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Pleurosigma_ASV_10236","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Pleurosigma_ASV_10236",0.54403201932972,0.164781399119393,0.379250620210327,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.54403201932972,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Pleurosigma_ASV_10236","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Pleurosigma_ASV_10236",0.506811444510395,-0.0180432822015899,0.488768162308805,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.506811444510395,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Pleurosigma_ASV_10236","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Haslea_ASV_9240",0.633663644336104,-0.0637898105694832,0.56987383376662,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.633663644336104,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Haslea_ASV_9240","Bacillariophyceae","Q3"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Haslea_ASV_9240",0.599807896258051,-0.152613505016329,0.447194391241722,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.599807896258051,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Haslea_ASV_9240","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Haslea_ASV_9240",0.556408790036985,0.168364009822264,0.388044780214721,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.556408790036985,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Haslea_ASV_9240","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Pleurosigma_ASV_10260",0.699002712715019,-0.627439871290806,0.0715628414242125,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.699002712715019,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Pleurosigma_ASV_10260","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25263","Pleurosigma_ASV_10260",0.596334696518811,-0.524555372023975,0.0717793244948358,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.596334696518811,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25263","Pleurosigma_ASV_10260","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Pleurosigma_ASV_10260",0.69666657789569,0.0831146970818293,0.613551880813861,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.69666657789569,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Pleurosigma_ASV_10260","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Pleurosigma_ASV_10260",0.649517955436837,-0.199827438114835,0.449690517322002,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.649517955436837,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Pleurosigma_ASV_10260","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Pleurosigma_ASV_10260",0.58393933179553,0.186487579162524,0.397451752633005,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.58393933179553,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Pleurosigma_ASV_10260","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9977",0.56765630619753,0.155396239902381,0.412260066295149,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.56765630619753,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_9977","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9977",0.534800554613665,-0.15306628403186,0.381734270581804,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.534800554613665,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_9977","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_11568",0.568973328830546,-0.301466482265966,0.26750684656458,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.568973328830546,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_11568",0.697223897487581,0.0956285219682252,0.601595375519356,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.697223897487581,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_11568",0.657253244234006,-0.221558694945628,0.435694549288379,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.657253244234006,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_11568",0.604607784150372,-0.109058448492921,0.49554933565745,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.604607784150372,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q3"
"Navicula_ASV_10078","Dino-Group-I-Clade-1_X_ASV_20870",0.688833482181735,0.542440713197406,0.146392768984329,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.688833482181735,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Navicula_ASV_10078","Bacillariophyceae","Q1"
"Navicula_ASV_10098","Dino-Group-I-Clade-1_X_ASV_20870",0.584976079026263,0.472122120770475,0.112853958255788,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.584976079026263,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Navicula_ASV_10098","Bacillariophyceae","Q1"
"Mediophyceae_ASV_10516","Dino-Group-I-Clade-1_X_ASV_20870",0.664133849089806,0.638116088345273,0.0260177607445331,"Q1",FALSE,"Mediophyceae","Syndiniales","positive",0.664133849089806,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Mediophyceae_ASV_10516","Mediophyceae","Q1"
"Bacillariophyceae_ASV_10175","Dino-Group-I-Clade-1_X_ASV_20870",0.557192218904909,0.668357393008521,-0.111165174103611,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.557192218904909,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_10175","Bacillariophyceae","Q1"
"Naviculaceae_ASV_9847","Dino-Group-I-Clade-1_X_ASV_20870",0.631542419470152,0.562139422470047,0.0694029970001052,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.631542419470152,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Naviculaceae_ASV_9847","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_6651","Dino-Group-I-Clade-1_X_ASV_20870",0.547382493826974,0.332699113762467,0.214683380064506,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.547382493826974,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_6651","Bacillariophyceae","Q1"
"Navicula_ASV_10502","Dino-Group-I-Clade-1_X_ASV_20870",0.598333738730799,0.708192178903833,-0.109858440173033,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.598333738730799,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Navicula_ASV_10502","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_9867","Dino-Group-I-Clade-1_X_ASV_20870",0.627511480974712,0.110429087289468,0.517082393685244,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.627511480974712,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9867","Bacillariophyceae","Q1"
"Bacillariaceae_ASV_10168","Dino-Group-I-Clade-1_X_ASV_20870",0.572576852208347,0.462775973620112,0.109800878588235,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.572576852208347,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariaceae_ASV_10168","Bacillariophyceae","Q1"
"Mediophyceae_ASV_9615","Dino-Group-I-Clade-1_X_ASV_20870",0.52941181547239,-0.411896713425353,0.117515102047037,"Q3",FALSE,"Mediophyceae","Syndiniales","positive",0.52941181547239,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Mediophyceae_ASV_9615","Mediophyceae","Q3"
"Naviculaceae_ASV_9674","Dino-Group-I-Clade-1_X_ASV_20870",0.527644279600719,0.674768072751366,-0.147123793150647,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.527644279600719,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Naviculaceae_ASV_9674","Bacillariophyceae","Q1"
"Navicula_ASV_10118","Dino-Group-I-Clade-1_X_ASV_20870",0.506550329435051,0.587127966426672,-0.080577636991621,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.506550329435051,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Navicula_ASV_10118","Bacillariophyceae","Q1"
"Craticula_ASV_10145","Dino-Group-I-Clade-1_X_ASV_20870",0.586995263457213,-0.152700294090638,0.434294969366576,"Q3",FALSE,"Bacillariophyceae","Syndiniales","positive",0.586995263457213,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Craticula_ASV_10145","Bacillariophyceae","Q3"
"Amphora_ASV_11507","Dino-Group-I-Clade-1_X_ASV_20870",0.555030714409426,0.306193040601441,0.248837673807984,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.555030714409426,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Amphora_ASV_11507","Bacillariophyceae","Q1"
"Cymbella_ASV_11535","Dino-Group-I-Clade-1_X_ASV_20870",0.605858477241696,0.00307312789289958,0.602785349348796,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.605858477241696,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Cymbella_ASV_11535","Bacillariophyceae","Q1"
"Fragilariaceae_ASV_10037","Dino-Group-I-Clade-1_X_ASV_20870",0.630433990582714,0.206175781695912,0.424258208886802,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.630433990582714,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Fragilariaceae_ASV_10037","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10232","Dino-Group-I-Clade-1_X_ASV_20870",0.582711686314623,-0.260220577625713,0.322491108688911,"Q3",FALSE,"Bacillariophyceae","Syndiniales","positive",0.582711686314623,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Pleurosigma_ASV_10232","Bacillariophyceae","Q3"
"Bacillariophyceae_ASV_9918","Dino-Group-I-Clade-1_X_ASV_20870",0.584333439988089,0.0740353283905063,0.510298111597582,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.584333439988089,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9918","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_32933","Dino-Group-I-Clade-1_X_ASV_20870",0.573297304940661,0.225239577737949,0.348057727202712,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.573297304940661,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_32933","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_8723","Dino-Group-I-Clade-1_X_ASV_20870",0.546203315146634,0.654453691158422,-0.108250376011789,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.546203315146634,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_8723","Bacillariophyceae","Q1"
"Arcocellulus_ASV_11592","Dino-Group-I-Clade-1_X_ASV_20870",0.620846639583659,-6.89278406446247e-06,0.620839746799595,"Q3",FALSE,"Mediophyceae","Syndiniales","positive",0.620846639583659,"Mediophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Arcocellulus_ASV_11592","Mediophyceae","Q3"
"Bacillariophyceae_ASV_9972","Dino-Group-I-Clade-1_X_ASV_20870",0.641653844759939,0.616610418513913,0.025043426246026,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.641653844759939,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9972","Bacillariophyceae","Q1"
"Haslea_ASV_9240","Dino-Group-I-Clade-1_X_ASV_20870",0.568447173121503,0.370655484901007,0.197791688220496,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.568447173121503,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Haslea_ASV_9240","Bacillariophyceae","Q1"
"Pleurosigma_ASV_10260","Dino-Group-I-Clade-1_X_ASV_20870",0.602056669504501,0.628148727671657,-0.0260920581671554,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.602056669504501,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Pleurosigma_ASV_10260","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_9977","Dino-Group-I-Clade-1_X_ASV_20870",0.503402133569583,0.483054511017876,0.0203476225517071,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.503402133569583,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_9977","Bacillariophyceae","Q1"
"Bacillariophyceae_ASV_11568","Dino-Group-I-Clade-1_X_ASV_20870",0.619190895863992,0.226146117250915,0.393044778613077,"Q1",FALSE,"Bacillariophyceae","Syndiniales","positive",0.619190895863992,"Bacillariophyceae","Syndiniales","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_11568","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10151",0.55771836159398,0.0651922467908772,0.492526114803103,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.55771836159398,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10151",0.613374480325379,-0.258717371117479,0.3546571092079,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.613374480325379,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10151",0.575051791172047,-0.142174602124282,0.432877189047765,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.575051791172047,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_10151",0.523052550344134,-0.291290318224272,0.231762232119862,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.523052550344134,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_10151",0.537435476096994,-0.193747212157243,0.343688263939751,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.537435476096994,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Bacillariophyceae_ASV_10151","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariaceae_ASV_10197",0.59698928457266,-0.388938540342299,0.208050744230361,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.59698928457266,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariaceae_ASV_10197","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_25263","Bacillariaceae_ASV_10197",0.510151288763762,-0.174925870250987,0.335225418512775,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.510151288763762,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25263","Bacillariaceae_ASV_10197","Bacillariophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21086","Bacillariaceae_ASV_10197",0.578890824184046,0.40458773559895,0.174303088585096,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.578890824184046,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Bacillariaceae_ASV_10197","Bacillariophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariaceae_ASV_10197",0.538820193722762,0.163548924441872,0.37527126928089,"Q1",FALSE,"Syndiniales","Bacillariophyceae","positive",0.538820193722762,"Syndiniales","Bacillariophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Bacillariaceae_ASV_10197","Bacillariophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_21086","Chaetoceros_ASV_11054",0.703915099047522,0.220372115209703,0.483542983837819,"Q1",FALSE,"Syndiniales","Mediophyceae","positive",0.703915099047522,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21086","Chaetoceros_ASV_11054","Mediophyceae","Q1"
"Dino-Group-II-Clade-10-and-11_X_ASV_23376","Chaetoceros_ASV_11054",0.668479738810823,-0.0154549021202433,0.65302483669058,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.668479738810823,"Syndiniales","Mediophyceae","Dino-Group-II-Clade-10-and-11_X_ASV_23376","Chaetoceros_ASV_11054","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_21077","Chaetoceros_ASV_11054",0.624181262754535,-0.0550042917228208,0.569176971031714,"Q3",FALSE,"Syndiniales","Mediophyceae","positive",0.624181262754535,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_21077","Chaetoceros_ASV_11054","Mediophyceae","Q3"
"Dino-Group-I-Clade-1_X_ASV_20870","Chaetoceros_ASV_11054",0.636485187847962,0.246709587977315,0.389775599870647,"Q1",FALSE,"Syndiniales","Mediophyceae","positive",0.636485187847962,"Syndiniales","Mediophyceae","Dino-Group-I-Clade-1_X_ASV_20870","Chaetoceros_ASV_11054","Mediophyceae","Q1"
"Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9683",0.533733842950325,-0.441329104392324,0.0924047385580012,"Q3",FALSE,"Syndiniales","Bacillariophyceae","positive",0.533733842950325,"Syndiniales","Bacillariophyceae","Dino-Group-I-Clade-1_X_ASV_25271","Bacillariophyceae_ASV_9683","Bacillariophyceae","Q3"
